"V1","rpt.id","rpt.contents","info.tp","info.tit","occ.dtime","reg.dtime","end.dtime","start.pos.x","start.pos.y","end.pos.x","end.pos.y"
"176","01149152","성산대교 (남단 → 북단) 중간지점 1차로 승합차,승용차 추돌사고로 서부간선도로 목동교 이전부터 정체","A1","단순사고","2014-06-15","14:24","2014-06-15",126.888378,37.547622,126.89038,37.550779
"179","01149149","서울-춘천간고속도로 (춘천 → 서울) 강촌나들목부근 5Km구간과 설악나들목부근 6Km구간, 서종나들목부근 3Km구간 차량증가로 정체","A4","단순정보","2014-06-15","14:20","2014-06-15",127.493865,37.66615,127.493865,37.66615
"180","01149148","영동고속도로 강릉방면 (여주나들목부근 2Km구간, 여주분기점 → 호법분기점, 광교터널부근) 차량증가로 정체","A4","단순정보","2014-06-15","14:19","2014-06-15",127.494914,37.245469,127.494914,37.245469
"181","01149147","서해안고속도로 서울방면 (서평택나들목 → 서평택분기점, 매송나들목 → 용담터널, 일직분기점 → 금천나들목) 차량증가로 정체","A4","단순정보","2014-06-15","14:18","2014-06-15",126.895952,37.428197,126.895952,37.428197
"182","01149146","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","14:18","2014-06-15",126.976641,37.574265,0,0
"183","01149145","경부고속도로 서울방면 (동탄분기점 → 기흥동탄나들목, 양재나들목 → 서초나들목) 차량증가로 정체, 반대방면 (한남나들목 → 서초나들목) 차량증가로 정체","A4","단순정보","2014-06-15","14:17","2014-06-15",127.025085,37.486203,127.025085,37.486203
"184","01149144","국회대로 (목동교 → 경인1지하차도) 차량증가로 정체,서행","A4","단순정보","2014-06-15","14:17","2014-06-15",126.888427,37.530831,126.888427,37.530831
"185","01149143","서부간선도로 안양방면 (목동교 → 오목교) 차량증가로 정체,서행, 반대방면 (신정교 → 목동교) 차량증가로 정체,서행","A4","단순정보","2014-06-15","14:17","2014-06-15",126.890292,37.531127,126.890292,37.531127
"186","01149142","광명 (하안4거리 → 안터마을3거리) 하안4거리 조금 지난 지점 2차로 통신공사로 사고위험, 반대방면 우체국4거리 조금 못 간 지점 1차로 차선긋는작업으로 사고위험","B1","공사","2014-06-15","14:16","2014-06-15",126.879704,37.462602,126.87489,37.459721
"187","01149141","동부간선도로 성수대교방면 (상계교 → 녹천교) 차량증가로 정체, 반대방면 (월계1교 → 녹천교) 차량증가로 정체","A4","단순정보","2014-06-15","14:16","2014-06-15",127.055165,37.652209,127.055165,37.652209
"188","01149140","북부간선도로 구리방면 (신내나들목 → 구리시계) 차량증가로 정체, 반대방면 (묵동나들목 → 하월곡램프) 차량증가로 정체","A4","단순정보","2014-06-15","14:16","2014-06-15",127.068826,37.615331,127.068826,37.615331
"189","01149139","올림픽대로 (공항 → 하남) 반포대교 조금 못 간 지점에 있었던 승용차끼리 추돌사고 처리작업 완료, 정상소통","A1","단순사고","2014-06-15","14:16","2014-06-15",126.990323,37.506128,0,0
"190","01149138","올림픽대로 (하남 → 공항) 한남대교부근에 있었던 추돌사고 처리작업 완료, 여파로 청담대교부터 정체","A1","단순사고","2014-06-15","14:15","2014-06-15",127.015943,37.524102,0,0
"191","01149137","강변북로 일산방면 (마포대교 → 양화대교) 차량증가로 정체,서행","A4","단순정보","2014-06-15","14:15","2014-06-15",126.928603,37.543824,126.928603,37.543824
"192","01149136","내부순환로 성산대교방면 (정릉램프 → 정릉터널) 차량증가로 서행","A4","단순정보","2014-06-15","14:14","2014-06-15",127.000146,37.608403,127.000146,37.608403
"193","01149135","서울외곽순환고속도로 (일산 → 판교) 학의분기점부근 3,4차로 화물차관련 추돌사고 처리작업으로 정체, 반대방면 (장수나들목 → 송내나들목) 차량증가로 정체","A1","단순사고","2014-06-15","14:08","2014-06-15",126.961558,37.38076,126.993083,37.385022
"194","01149134","오금로 (오금4거리 → 방이4거리) 미성아파트4거리부근 3차로 승용차가 넘어진사고로 또 다른 사고위험","A1","단순사고","2014-06-15","14:06","2014-06-15",127.122673,37.505376,127.121194,37.505975
"195","01149133","서울-춘천간고속도로 (춘천 → 서울) 서종나들목부근 2차로 승용차끼리 추돌사고로 정체","A1","단순사고","2014-06-15","14:00","2014-06-15",127.374496,37.63426,127.371107,37.634517
"196","01149132","올림픽대로 (공항 → 하남) 반포대교 조금 못 간 지점 1차로 승용차끼리 추돌사고 처리작업으로 서행","A1","단순사고","2014-06-15","13:59","2014-06-15",126.990323,37.506128,126.995096,37.508154
"197","01149131","서부간선도로 안양방면 (목동교 → 오목교) 차량증가로 정체,서행, 반대방면 (신정교 → 목동교) 차량증가로 정체,서행","A4","단순정보","2014-06-15","13:56","2014-06-15",126.890292,37.531127,126.890292,37.531127
"198","01149130","동부간선도로 성수대교방면 (상계교 → 녹천교, 장안철교 → 성동교) 차량증가로 정체, 반대방면 (월계1교 → 녹천교) 차량증가로 정체","A4","단순정보","2014-06-15","13:56","2014-06-15",127.055165,37.652209,127.055165,37.652209
"199","01149129","북부간선도로 구리방면 (묵동나들목 → 구리시계) 차량증가로 정체, 반대방면 (묵동나들목 → 하월곡램프) 차량증가로 정체","A4","단순정보","2014-06-15","13:55","2014-06-15",127.106291,37.614507,127.106291,37.614507
"200","01149128","강변북로 일산방면 (마포대교 → 양화대교) 차량증가로 정체,서행","A4","단순정보","2014-06-15","13:55","2014-06-15",126.928603,37.543824,126.928603,37.543824
"201","01149127","올림픽대로 (하남 → 공항) 한남대교부근 추돌사고후 2개차로 막고 처리작업을 하고있어 성수대교부터 정체","A1","단순사고","2014-06-15","13:51","2014-06-15",127.015943,37.524102,127.015517,37.523697
"211","01149117","서울-춘천간고속도로 (춘천 → 서울) 강촌나들목부근 2Km구간과 설악나들목부근 3Km구간, 서종나들목부근 3Km구간 차량증가로 정체","A4","단순정보","2014-06-15","13:48","2014-06-15",127.493865,37.66615,127.493865,37.66615
"213","01149115","영동고속도로 (강릉 → 인천) 호법분기점부근 2Km구간 차량증가로 정체","A4","단순정보","2014-06-15","13:48","2014-06-15",127.494914,37.245469,127.494914,37.245469
"214","01149114","서해안고속도로 (목포 → 서울) 금천나들목부근 2Km구간 차량증가로 정체","A4","단순정보","2014-06-15","13:47","2014-06-15",126.895952,37.428197,126.895952,37.428197
"215","01149113","서울외곽순환고속도로 판교에서 일산방면 (장수나들목 → 송내나들목) 차량증가로 정체","A4","단순정보","2014-06-15","13:47","2014-06-15",126.754851,37.468566,126.754851,37.468566
"216","01149112","경부고속도로 서울방면 (동탄분기점 → 기흥나들목, 양재나들목 → 서초나들목) 차량증가로 정체, 반대방면 (한남나들목 → 서초나들목) 차량증가로 정체","A4","단순정보","2014-06-15","13:46","2014-06-15",127.025085,37.486203,127.025085,37.486203
"217","01149111","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","13:43","2014-06-15",126.976641,37.574265,0,0
"218","01149110","세검정로 (북악터널 → 신영3거리) 서울예술고등학교 300m 못 간 지점 2차로 승용차가 넘어진사고로 정체","A1","단순사고","2014-06-15","13:41","2014-06-15",126.971901,37.60748,126.970931,37.606992
"219","01149109","삼일대로 (종로2가 → 퇴계로2가) 을지로2가교차로내에 있었던 화물차관련 4중 추돌사고 처리작업 완료, 정상소통","A1","단순사고","2014-06-15","13:39","2014-06-15",126.987517,37.566149,0,0
"220","01149108","서부간선도로 안양방면 (목동교 → 오목교) 차량증가로 서행","A4","단순정보","2014-06-15","13:37","2014-06-15",126.890292,37.531127,126.890292,37.531127
"221","01149107","동부간선도로 성수대교방면 (노원교 → 녹천교, 장안철교 → 성동교) 차량증가로 정체, 반대방면 (월계1교 → 녹천교) 차량증가로 정체","A4","단순정보","2014-06-15","13:36","2014-06-15",127.055165,37.652209,127.055165,37.652209
"222","01149106","북부간선도로 구리방면 (묵동나들목 → 구리시계) 차량증가로 정체, 반대방면 (묵동나들목 → 하월곡램프) 차량증가로 정체","A4","단순정보","2014-06-15","13:35","2014-06-15",127.106291,37.614507,127.106291,37.614507
"223","01149105","올림픽대로 공항방면 (영동대교 → 동호대교) 차량증가로 서행","A4","단순정보","2014-06-15","13:35","2014-06-15",127.029303,37.534306,127.029303,37.534306
"224","01149104","강변북로 일산방면 (서강대교 → 양화대교) 차량증가로 정체,서행","A4","단순정보","2014-06-15","13:34","2014-06-15",126.928603,37.543824,126.928603,37.543824
"225","01149103","서울-춘천간고속도로 (춘천 → 서울) 설악나들목부근 3Km구간과 서종나들목부근 3Km구간 차량증가로 정체","A4","단순정보","2014-06-15","13:26","2014-06-15",127.493865,37.66615,127.493865,37.66615
"226","01149102","서해안고속도로 (목포 → 서울) 금천나들목부근 2Km구간 차량증가로 정체","A4","단순정보","2014-06-15","13:26","2014-06-15",126.895952,37.428197,126.895952,37.428197
"227","01149101","서울외곽순환고속도로 판교에서 일산방면 (장수나들목 → 송내나들목) 차량증가로 정체","A4","단순정보","2014-06-15","13:25","2014-06-15",126.754851,37.468566,126.754851,37.468566
"228","01149100","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","13:24","2014-06-15",127.023384,37.507108,0,0
"241","01149087","삼일대로 (종로2가 → 퇴계로2가) 을지로2가교차로내 4중 추돌사고 처리작업으로 또 다른 사고위험","A1","단순사고","2014-06-15","13:17","2014-06-15",126.987517,37.566149,126.987519,37.56618
"242","01149086","경부고속도로 서울방면 (동탄분기점 → 기흥나들목) 차량증가로 정체, 반포나들목 조금 못 간 지점 1,2차로에 있었던 추돌사고 처리작업 완료, 여파로 양재나들목부터 정체, 반대방면 (잠원나들목 → 서초나들목) 차량증가로 정체","A1","단순사고","2014-06-15","13:15","2014-06-15",127.025085,37.486203,0,0
"243","01149085","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","13:09","2014-06-15",126.976641,37.574265,0,0
"244","01149084","동부간선도로 (의정부 → 성수대교) 중랑교부근 3차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","13:09","2014-06-15",127.068696,37.597388,0,0
"245","01149083","서울-춘천간고속도로 (춘천 → 서울) 설악나들목부근 3Km구간과 서종나들목부근 3Km구간 차량증가로 정체","A4","단순정보","2014-06-15","13:05","2014-06-15",127.493865,37.66615,127.493865,37.66615
"246","01149082","서해안고속도로 (목포 → 서울) 금천나들목부근 2Km구간 차량증가로 정체, 반대방면 서천휴게소부근 갓길에 있었던 승용차관련 추돌사고 처리작업 종료, 정상소통","A1","단순사고","2014-06-15","13:04","2014-06-15",126.600414,36.170255,0,0
"247","01149081","경부고속도로 부산방면 (잠원나들목 → 서초나들목) 차량증가로 정체, 반대방면 (오산나들목 → 동탄분기점, 양재나들목 → 서초나들목) 차량증가로 정체","A4","단순정보","2014-06-15","13:04","2014-06-15",127.019123,37.501341,127.019123,37.501341
"248","01149080","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","13:02","2014-06-15",127.023384,37.507108,0,0
"249","01149079","동부간선도로 (의정부 → 성수대교) 중랑교부근 3차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","12:49","2014-06-15",127.068696,37.597388,0,0
"262","01149066","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","12:45","2014-06-15",126.976641,37.574265,0,0
"263","01149065","서해안고속도로 서울방면 (일직분기점 → 금천나들목) 차량증가로 정체, 반대방면 춘장대나들목부근 갓길 승용차관련 추돌사고 처리작업으로 또 다른 사고위험","A1","단순사고","2014-06-15","12:43","2014-06-15",126.600414,36.170255,126.60202,36.166606
"264","01149064","현충로 (중대입구3거리 → 국립현충원) 양방면 소통원활","A4","단순정보","2014-06-15","12:42","2014-06-15",126.963735,37.508649,126.963735,37.508649
"265","01149062","경부고속도로 (부산 → 서울) 동탄분기점 500m 못 간 지점 2차로 승용차끼리 5중 추돌사고로 정체","A1","단순사고","2014-06-15","12:39","2014-06-15",127.083622,37.145395,127.094127,37.171659
"266","01149061","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","12:23","2014-06-15",126.976641,37.574265,0,0
"267","01149060","서해안고속도로 서울방면 (일직분기점 → 금천나들목) 차량증가로 정체","A4","단순정보","2014-06-15","12:22","2014-06-15",126.895952,37.428197,126.895952,37.428197
"268","01149059","경부고속도로 부산방면 (반포나들목 → 서초나들목) 차량증가로 정체, 반대방면 (동탄분기점부근 2Km구간, 달래내고개 → 서초나들목) 차량증가로 정체","A4","단순정보","2014-06-15","12:22","2014-06-15",127.015325,37.511743,127.015325,37.511743
"269","01149063","경부고속도로 부산방면 (잠원나들목 → 서초나들목) 차량증가로 정체, 동탄분기점 1Km 못 간 지점 1,2차로에 있었던 중앙분리대 들이받고 옆으로 넘어진사고 처리작업 완료, 정상소통, 반대방면 (오산나들목 → 동탄분기점, 양재나들목 → 서초나들목) 차량증가로 정체","A1","단순사고","2014-06-15","12:40","2014-06-15",127.098942,37.219305,0,0
"270","01149058","경부고속도로 (서울 → 부산) 동탄분기점 1Km 못 간 지점 1차로 중앙분리대 들이받고 옆으로 넘어진사고로 정체","A1","단순사고","2014-06-15","12:22","2014-06-15",127.098942,37.219305,127.095449,37.184386
"271","01149057","사평대로 (서울성모병원4거리 → 삼호가든4거리) 서울성모병원4거리 1차로 승용차끼리 추돌사고로 또 다른 사고위험","A1","단순사고","2014-06-15","12:20","2014-06-15",127.003474,37.502037,127.003716,37.502153
"273","01149055","동호대교 (남단 → 북단) 북단부근 1차로에 있었던 시설물보수작업 종료, 정상소통","B1","공사","2014-06-15","12:18","2014-06-15",127.018608,37.540027,0,0
"274","01149054","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","12:18","2014-06-15",127.023384,37.507108,0,0
"275","01149053","서부간선도로 안양방면 (목동교 → 오목교) 차량증가로 서행","A4","단순정보","2014-06-15","12:17","2014-06-15",126.890292,37.531127,126.890292,37.531127
"276","01149052","동부간선도로 (의정부 → 성수대교) 중랑교부근 3차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","12:17","2014-06-15",127.068696,37.597388,0,0
"277","01149051","강변북로 구리방면 (성산대교 → 양화대교) 1차로에 있었던 시설물보수작업 종료","B1","공사","2014-06-15","12:17","2014-06-15",126.901817,37.551113,0,0
"278","01149050","올림픽대로 (하남 → 공항) 동호대교 조금 지난 지점 4차로 승용차끼리 추돌사고로 또 다른 사고위험","A1","단순사고","2014-06-15","12:16","2014-06-15",127.025933,37.533585,127.022771,37.530211
"279","01149049","분당수서로 청담대교방면 (탄천2교 → 청담대교) 올림픽대로 공항방면 진입램프 승용차,승합차 추돌사고로 또 다른 사고위험","A1","단순사고","2014-06-15","12:15","2014-06-15",127.067587,37.512933,127.06754,37.51337
"293","01149035","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","12:01","2014-06-15",126.976641,37.574265,0,0
"294","01149034","서해안고속도로 서울방면 (일직분기점 → 금천나들목) 차량증가로 정체","A4","단순정보","2014-06-15","12:00","2014-06-15",126.895952,37.428197,126.895952,37.428197
"295","01149033","서울외곽순환고속도로 판교에서 일산방면 (노오지분기점 → 김포요금소) 차량증가로 정체","A4","단순정보","2014-06-15","12:00","2014-06-15",126.753821,37.572076,126.753821,37.572076
"296","01149032","경부고속도로 부산방면 (잠원나들목 → 서초나들목) 차량증가로 정체, 반대방면 (동탄분기점부근 2Km구간, 달래내고개 → 서초나들목) 차량증가로 정체","A4","단순정보","2014-06-15","11:59","2014-06-15",127.015325,37.511743,127.015325,37.511743
"297","01149031","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","11:59","2014-06-15",127.023384,37.507108,0,0
"298","01149030","동호대교 (남단 → 북단) 북단부근 1차로 시설물보수작업으로 정체","B1","공사","2014-06-15","11:58","2014-06-15",127.018608,37.540027,0,0
"299","01149029","동부간선도로 (의정부 → 성수대교) 중랑교부근 3차로 시설물보수작업으로 사고위험, 성동교부근 차량증가로 정체","B1","공사","2014-06-15","11:58","2014-06-15",127.068696,37.597388,0,0
"300","01149028","강변북로 구리방면 (성산대교 → 양화대교) 1차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","11:58","2014-06-15",126.901817,37.551113,0,0
"301","01149027","동호로 (동호대교남단 → 약수역) 차량증가로 정체","A4","단순정보","2014-06-15","11:51","2014-06-15",127.017592,37.541533,127.017592,37.541533
"307","01149021","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","11:45","2014-06-15",126.976641,37.574265,0,0
"308","01149020","도봉로 (미아역 → 삼양입구4거리) 삼양입구4거리부근 1차로 버스,오토바이 추돌사고로 또 다른 사고위험","A1","단순사고","2014-06-15","11:45","2014-06-15",127.02791,37.621698,127.02964,37.61739
"312","01149016","중앙로 (목동10단지 → 신정네거리역) 신정네거리역 조금 못 간 지점 2차로 택시관련 추돌사고로 또 다른 사고위험","A1","단순사고","2014-06-15","11:42","2014-06-15",126.853834,37.518165,126.853409,37.519012
"315","01149013","서해안고속도로 서울방면 (일직분기점 → 금천나들목) 차량증가로 정체","A4","단순정보","2014-06-15","11:41","2014-06-15",126.895952,37.428197,126.895952,37.428197
"316","01149012","경인고속도로 (인천 → 서울) 신월나들목부근 1Km구간 차량증가로 정체","A4","단순정보","2014-06-15","11:40","2014-06-15",126.780317,37.523954,126.780317,37.523954
"317","01149011","서울외곽순환고속도로 판교에서 일산방면 (노오지분기점 → 김포요금소) 차량증가로 정체","A4","단순정보","2014-06-15","11:40","2014-06-15",126.753821,37.572076,126.753821,37.572076
"318","01149010","경부고속도로 부산방면 (잠원나들목 → 서초나들목) 차량증가로 정체, 반대방면 (동탄분기점부근 2Km구간, 달래내고개 → 서초나들목) 차량증가로 정체","A4","단순정보","2014-06-15","11:40","2014-06-15",127.015325,37.511743,127.015325,37.511743
"321","01149007","양재대로 (길동4거리 → 굽은다리역) 굽은다리역부근 3차로 택시관련 추돌사고로 또 다른 사고위험","A1","단순사고","2014-06-15","11:37","2014-06-15",127.14272,37.545092,127.142965,37.545599
"322","01149006","동호대교 (남단 → 북단) 북단부근 1차로 시설물보수작업으로 정체","B1","공사","2014-06-15","11:37","2014-06-15",127.018608,37.540027,0,0
"323","01149005","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","11:36","2014-06-15",127.023384,37.507108,0,0
"324","01149004","동부간선도로 성수대교방면 (상계교 → 녹천교) 차량증가로 정체,서행, 중랑교부근 3차로 시설물보수작업으로 정체, (장안철교 → 성동교) 차량증가로 정체","B1","공사","2014-06-15","11:36","2014-06-15",127.068696,37.597388,0,0
"325","01149003","북부간선도로 구리방면 (묵동나들목 → 구리시계) 차량증가로 정체, 반대방면 (월릉램프 → 하월곡램프) 차량증가로 서행","A4","단순정보","2014-06-15","11:35","2014-06-15",127.106291,37.614507,127.106291,37.614507
"326","01149002","올림픽대로 공항방면 (성수대교 → 동호대교) 차량증가로 서행","A4","단순정보","2014-06-15","11:35","2014-06-15",127.029303,37.534306,127.029303,37.534306
"327","01149001","강변북로 구리방면 (성산대교 → 양화대교) 1차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","11:35","2014-06-15",126.901817,37.551113,0,0
"328","01149000","청원-상주간고속도로 (청원분기점 → 낙동분기점) 양방면 소통원활","A4","단순정보","2014-06-15","11:26","2014-06-15",127.43661,36.563653,127.43661,36.563653
"329","01148999","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","11:24","2014-06-15",126.976641,37.574265,0,0
"330","01148998","서해안고속도로 서울방면 (일직분기점 → 금천나들목) 차량증가로 정체","A4","단순정보","2014-06-15","11:22","2014-06-15",126.895952,37.428197,126.895952,37.428197
"331","01148997","경인고속도로 (인천 → 서울) 신월나들목부근 1Km구간 차량증가로 정체","A4","단순정보","2014-06-15","11:21","2014-06-15",126.780317,37.523954,126.780317,37.523954
"332","01148996","서울외곽순환고속도로 판교에서 일산방면 (계양나들목 → 김포요금소) 차량증가로 정체","A4","단순정보","2014-06-15","11:20","2014-06-15",126.753821,37.572076,126.753821,37.572076
"333","01148995","경부고속도로 부산방면 (잠원나들목 → 서초나들목) 차량증가로 정체, 반대방면 (달래내고개 → 서초나들목) 차량증가로 정체","A4","단순정보","2014-06-15","11:20","2014-06-15",127.015325,37.511743,127.015325,37.511743
"334","01148994","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","11:18","2014-06-15",127.023384,37.507108,0,0
"335","01148993","동호대교 (남단 → 북단) 북단부근 1차로 시설물보수작업으로 정체","B1","공사","2014-06-15","11:18","2014-06-15",127.018608,37.540027,0,0
"336","01148992","밤고개로 (수서나들목 → 세곡동4거리) 수서역 100m 지난 지점 3차로 승합차고장으로 사고위험","A1","단순사고","2014-06-15","11:18","2014-06-15",127.101414,37.48728,127.102797,37.486051
"337","01148991","동부간선도로 성수대교방면 (창동교 → 녹천교) 차량증가로 정체, 중랑교부근 3차로 시설물보수작업으로 정체, 반대방면 (월계1교 → 창동교) 차량증가로 서행","B1","공사","2014-06-15","11:17","2014-06-15",127.068696,37.597388,0,0
"338","01148990","북부간선도로 구리방면 (묵동나들목 → 구리시계) 차량증가로 정체, 반대방면 (월릉램프 → 하월곡램프) 차량증가로 서행","A4","단순정보","2014-06-15","11:16","2014-06-15",127.106291,37.614507,127.106291,37.614507
"339","01148989","강변북로 구리방면 (성산대교 → 양화대교) 1차로 시설물보수작업으로 정체","B1","공사","2014-06-15","11:15","2014-06-15",126.901817,37.551113,0,0
"352","01148976","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","11:03","2014-06-15",126.976641,37.574265,0,0
"353","01148975","서해안고속도로 서울방면 (일직분기점 → 금천나들목) 차량증가로 정체, 반대방면 금천나들목부근 차량증가로 정체","A4","단순정보","2014-06-15","10:58","2014-06-15",126.895952,37.428197,126.895952,37.428197
"354","01148974","경인고속도로 서울방면 (부천나들목 → 신월나들목) 차량증가로 정체","A4","단순정보","2014-06-15","10:58","2014-06-15",126.780317,37.523954,126.780317,37.523954
"355","01148973","동호대교 (남단 → 북단) 북단부근 1차로 시설물보수작업으로 정체","B1","공사","2014-06-15","10:58","2014-06-15",127.018608,37.540027,0,0
"356","01148972","경부고속도로 부산방면 (잠원나들목 → 서초나들목) 차량증가로 정체, 대전나들목부근 3차로와 갓길에 있었던 화물차가 싣고있던 화물(건축자재물)을 도로에 쏟은사고 처리작업 완료, 정상소통, 반대방면 (양재나들목 → 서초나들목) 차량증가로 정체","A1","단순사고","2014-06-15","10:57","2014-06-15",127.015325,37.511743,127.452434,36.361613
"357","01148971","서오릉로 (역촌4거리 → 구산4거리) 구산역4거리 3차로에 있었던 시설물보수작업 종료, 정상소통","B1","공사","2014-06-15","10:57","2014-06-15",126.917315,37.611217,0,0
"358","01148970","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","10:57","2014-06-15",127.023384,37.507108,0,0
"359","01148969","분당수서로 청담대교방면 (수서나들목 → 탄천1교) 차량증가로 서행","A4","단순정보","2014-06-15","10:57","2014-06-15",127.098966,37.493512,127.098966,37.493512
"360","01148968","동부간선도로 성수대교방면 (상계교 → 녹천교) 차량증가로 정체, 중랑교부근 3차로 시설물보수작업으로 정체","B1","공사","2014-06-15","10:56","2014-06-15",127.068696,37.597388,0,0
"361","01148967","동부간선도로 (성수대교 → 의정부) 중랑교 조금 지난 지점 1차로에 있었던 시설물 보수작업 종료, (한천교 → 창동교) 차량증가로 정체","B1","공사","2014-06-15","10:55","2014-06-15",127.055491,37.650374,0,0
"362","01148966","북부간선도로 구리방면 (묵동나들목 → 구리시계) 차량증가로 정체, 반대방면 (월릉램프 → 하월곡램프) 차량증가로 정체","A4","단순정보","2014-06-15","10:55","2014-06-15",127.106291,37.614507,127.106291,37.614507
"363","01148965","강변북로 구리방면 (성산대교 → 양화대교) 1차로 시설물보수작업으로 정체","B1","공사","2014-06-15","10:54","2014-06-15",126.901817,37.551113,0,0
"364","01148964","서울외곽순환고속도로 (판교 → 일산) 김포요금소부근 2차로에 있었던 추돌사고 처리작업 완료, 여파로 5Km구간 정체","A1","단순사고","2014-06-15","10:45","2014-06-15",126.753821,37.572076,0,0
"365","01148963","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","10:44","2014-06-15",126.976641,37.574265,0,0
"366","01148962","중부내륙고속도로 (마산 → 양평) 낙동분기점 1Km 지난 지점 하위차로 승용차고장으로 사고위험","A1","단순사고","2014-06-15","10:43","2014-06-15",128.239475,36.372859,128.239514,36.373906
"378","01148950","동호대교 (남단 → 북단) 북단부근 1차로 시설물보수작업으로 정체","B1","공사","2014-06-15","10:38","2014-06-15",127.018608,37.540027,0,0
"379","01148949","서오릉로 (역촌4거리 → 구산4거리) 구산역4거리 3차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","10:37","2014-06-15",126.917315,37.611217,0,0
"380","01148948","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","10:36","2014-06-15",127.023384,37.507108,0,0
"381","01148947","동부간선도로 성수대교방면 (노원교 → 녹천교) 차량증가로 정체, 중랑교부근 3차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","10:36","2014-06-15",127.068696,37.597388,127.068893,37.594243
"382","01148946","북부간선도로 구리방면 (묵동나들목 → 구리시계) 차량증가로 정체, 반대방면 (월릉램프 → 하월곡램프) 차량증가로 서행","A4","단순정보","2014-06-15","10:35","2014-06-15",127.106291,37.614507,127.106291,37.614507
"383","01148945","강변북로 구리방면 (성산대교 → 양화대교) 1차로 시설물보수작업으로 정체","B1","공사","2014-06-15","10:35","2014-06-15",126.901817,37.551113,0,0
